Ticket_ID,Parent_Ticket,Linked_Ticket,Timestamp,Region,Sub_Region,Device_Model,Platform,Vendor_Version,App_Version,Middleware_Version,Raw_Firmware_String,Raw_Log_Entry,Error_Code,Failure_Category,Boot_Time_ms,CPU_Temp_C,Log_Size_MB,Ticket_Status,Resolution_Days,Resolved_By
RDKEVD-9451,,,2026-01-16T16:11:03.000Z,UK,Edinburgh,Hisense-V2,Amlogic,2.13.0,4.48.1,8.6.0.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251107000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-07 00:00:00""","controlMgr [6562]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <103> (Key_Up), status = <DOWN>
WPEFramework [6562]: [6154] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 103
com.sky.as.apps_com.bskyb.epgui [6562]: MainView.log: keyEvent keycode: Key_Up ""0x01000013 (Key_Up)""
com.sky.as.apps_com.bskyb.epgui [6562]: StandbyScene.log: ""Standby handlePowerkeys: 01000013 key Down : 1""",IRKEY_103,IR Key — Wrong Mapping,37491,66,0.3,Merged to Develop,,Device Engineering
RDKEVD-6769,RDKTV-30838,,2026-01-16T16:12:23.000Z,UK,Birmingham,Pioneer-V22K,Amlogic,2.11.0,4.47.0,8.4.1.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251102000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-02 00:00:00""","WPEFramework [7835]: [6187] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [7835]: [6187] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0x74fd714]
kernel: meson-remote ff308040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [7835]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7835]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [7835]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,43031,59,0.19,Testing,,Bootloader Team
RDKEVD-5178,,,2026-01-16T16:40:19.000Z,UK,Edinburgh,Sharp-A60,Amlogic,2.13.0,4.49.0,8.5.2.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20250930000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-30 00:00:00""",WPEFramework [8689]: Transient error cleared on retry — no further action required,NR_NOEV,No Repro / Other,,69,0.39,Closed,2,No Action
RDKEVD-9445,RDKTV-31954,,2026-01-16T17:42:33.000Z,UK,Birmingham,Apache-2K,Amlogic,2.10.0,4.44.0,8.6.0.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20251212000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.10.0  APPLICATION_VERSION=4.44.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-12 00:00:00""","kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0x454e9b5]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 105, Value: 1
controlMgr [7411]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <105> (Key_Left), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7411]: MainView.log: keyEvent keycode: Key_Left ""0x01000012 (Key_Left)""",IRKEY_105,IR Key — Wrong Mapping,41177,65,0.53,Code Review,,Device Engineering
RDKEVD-6465,RDKTV-30694,,2026-01-16T19:11:50.000Z,UK,Edinburgh,Sharp-MTK,MediaTek,3.03.0,4.48.1,8.6.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20250927000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.03.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-27 00:00:00""","MPEFramework [7345]: [7655] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
controlMgr [7345]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7345]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [7345]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",N/A,IR Wake — Unconfigured Key,24471,64,0.27,In Progress,,Device Engineering
RDKEVD-9217,,,2026-01-16T19:53:27.000Z,UK, Manchester,  Pioneer-UHD,Amlogic,2.11.0,4.47.0,8.6.0.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20251001000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-01 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 4023 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_SOFTLOCK,Kernel Panic — OOM,30380,86,1.47,New,,BSP Team
RDKEVD-5540,RDKTV-30316,,2026-01-16T21:33:35.000Z,UK,London,Pioneer Uhd ,Amlogic,2.12.0,4.48.1,8.4.1.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20250922000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-22 00:00:00""","controlMgr [6953]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <28> (Key_OK), status = <DOWN>
WPEFramework [6953]: [8049] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 28
com.sky.as.apps_com.bskyb.epgui [6953]: MainView.log: keyEvent keycode: Key_OK ""0x01000005 (Key_OK)""
com.sky.as.apps_com.bskyb.epgui [6953]: StandbyScene.log: ""Standby handlePowerkeys: 01000005 key Down : 1""",IRKEY_28,IR Key — Wrong Mapping,25346,71,0.75,Code Review,,Device Engineering
RDKEVD-8964,RDKTV-31763,,2026-01-16T21:52:03.000Z,UK,Bristol ,  Hisense-V2,Amlogic,2.14.0,4.48.1,8.5.0.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251127000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-27 00:00:00""",WPEFramework [6450]: Anomaly self-recovered — monitoring,NR_NOEV,No Repro / Other,40966,55,0.21,Closed,3,No Action
RDKEVD-8057,,,Jan 16 2026 22:42:36,UK,Manchester,HisenseV2,Amlogic,2.13.0,4.48.1,8.5.2.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20250914000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-14 00:00:00""",controlMgr [8998]: ctrlm_main_thread: intermittent event — no reproducible pattern,NR_NOEV,No Repro / Other,39159,56,1.12,Closed,3,Device Engineering
RDKEVD-7990,,,2026-01-16T23:48:27.000Z,UK,Bristol,element_teone,Amlogic,2.12.0,4.46.1,8.4.1.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20250907000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-07 00:00:00""","NPEFramework [6546]: [6975] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
NPEFramework [6546]: [6975] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 102, status: Success
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0xf78dc98]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: meson-remote ff888040.rc: ir_do_keydown: scan code [102]
controlMgr [6546]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <102> (Key_Home), status = <DOWN>",WAKE_102,IR Wake — Spurious,31331,67,0.97,Resolved,5,Device Engineering
RDKEVD-9867,RDKTV-32135,,2026-01-17T00:11:14.000Z,UK,Bristol,Hisense-V2,Amlogic,2.15.0,4.50.0,8.4.1.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251212000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.15.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-12 00:00:00""","WPEFramework [6901]: [7975] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
WPEFramework [6901]: [7975] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 410, status: Success
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0x245fc45]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: meson-remote ff888840.rc: ir_do_keydown: scan code [410]
controlMgr [6901]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <410> (Key_YouTube), status = <DOWN>",WAKE_410,IR Wake — Spurious,38532,56,0.44,Testing,,Device Engineering
RDKEVD-8484,,RDKTV-31556,2026-01-17T01:23:01.000Z,UK,Edinburgh,Hisense-V2,Amlogic,2.13.0,4.48.1,8.6.0.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20250919000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-19 00:00:00""","WPEFramework [8066]: [6243] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
WPEFramework [8066]: [6243] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0x8db00e0]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [8066]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [8066]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [8066]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,38942,48,0.88,Merged to Develop,,Bootloader Team
RDKEVD-6914,,RDKTV-30915,2026-01-17T03:41:38.000Z,UK,Birmingham,Sharp-MTK,MediaTek,3.03.0,4.49.0,8.5.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251118000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.03.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-18 00:00:00""","kernel: watchdog: BUG: soft lockup - CPU#0 stuck for 23s! [wpeframework:4199]
kernel: Kernel panic - not syncing: softlockup: hung tasks",RBT_KP_OOM,Kernel Panic — OOM,30203,77,1.4,Resolved,,BSP Team
RDKEVD-7812,,,2026-01-17T03:58:11.000Z,UK,Edinburgh,Hisense-A6GP,Amlogic,2.11.0,4.48.1,8.5.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251013000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-13 00:00:00""","WPEFramework [6189]: [7533] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [6189]: [7533] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0xa874a3b]
kernel: meson-remote ff308040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [6189]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6189]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [6189]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,26469,45,1.04,Code Review,,Device Engineering
RDKEVD-8422,,RDKTV-31526,2026-01-17T04:33:29.000Z,UK,Birmingham,Pioneer-V22K,Amlogic,2.11.0,4.46.1,8.6.0.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251023000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-23 00:00:00""","WPEFramework [6248]: [6746] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
WPEFramework [6248]: [6746] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 406, status: Success
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xd065060]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: meson-remote ff888040.rc: ir_do_keydown: scan code [406]
controlMgr [6248]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <406> (Key_Netflix), status = <DOWN>",WAKE_406,IR Wake — Spurious,35322,44,0.7,Resolved,,BSP Team
RDKEVD-7030,RDKTV-30956,RDKTV-30961,2026-01-17T05:14:19.000Z,UK,Manchester,Apache-4K,Amlogic,2.12.0,4.47.0,8.6.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20250906000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-06 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 3947 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_SOFTLOCK,Kernel Panic — OOM,42305,92,1.1,Resolved,8,Platform Team
RDKEVD-6706,,RDKTV-30819,2026-01-17T06:41:14.000Z,UK,Bristol,Pioneer-UHD,Amlogic,2.11.0,4.47.0,8.6.0.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20250922000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-22 00:00:00""","WPEFramework [6374]: [8304] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
WPEFramework [6374]: [8304] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0xdf51316]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [6374]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6374]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [6374]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,27439,55,1.12,Resolved,5,Bootloader Team
RDKEVD-5910,,,2026-01-17T07:11:42.000Z,UK,Edinburgh,Apache4K,Amlogic,2.13.0,4.49.0,8.6.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20251206000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-06 00:00:00""",WPEFramework [5659]: Anomaly self-recovered — monitoring,NR_NOEV,No Repro / Other,24076,39,0.47,Closed,2,No Action
RDKEVD-5938,,,2026-01-17T08:03:19.000Z,UK,Edinburgh,Element-Teone,Amlogic,2.13.0,4.48.1,8.6.0.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20250929000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-29 00:00:00""","WPEFramework [7291]: [7946] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [7291]: [7946] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0xfbe86a6]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [7291]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7291]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [7291]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,34879,45,0.44,Testing,,Device Engineering
RDKEVD-8118,RDKTV-31397,RDKTV-31401,2026-01-17T08:44:53.000Z,UK,Manchester,Element-Teone,Amlogic,2.12.0,4.48.1,8.4.1.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20251114000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-14 00:00:00""","WPEFramework [7936]: [8704] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
WPEFramework [7936]: [8704] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0xc24a6d9]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [7936]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7936]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [7936]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,40222,61,0.14,Resolved,3,Bootloader Team
RDKEVD-5549,,,2026-01-17T11:03:45.000Z,UK,London,Pioneer-V22K,Amlogic,2.10.0,4.47.0,8.5.0.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251118000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.10.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-18 00:00:00""","kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0x7babea8]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 28, Value: 1
controlMgr [6982]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <28> (Key_OK), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6982]: MainView.log: keyEvent keycode: Key_OK ""0x01000005 (Key_OK)""",IRKEY_28,IR Key — Wrong Mapping,31400,47,0.53,In Progress,1,Device Engineering
RDKEVD-9205,,,2026-01-17T11:31:47.000Z,UK,Manchester ,Apache-4K  ,Amlogic,2.13.0,4.49.0,8.4.1.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20250914000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-14 00:00:00""","WPEFramework [8704]: [7837] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":102,""success"":true}
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xa9e6905]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [8704]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <102> (Key_Home), status = <DOWN>
controlMgr [8704]: ctrlm_main_thread: Enter power state <ON>",WAKE_102,IR Wake — Spurious,27746,41,0.11,New,,BSP Team
RDKEVD-6447,,RDKTV-30691,2026-01-17T14:47:23.000Z,UK,Birmingham,Hisense-V2,Amlogic,2.15.0,4.50.0,8.4.1.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251211000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.15.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-11 00:00:00""","kernel: EXT4-fs error: No space left on /opt device — write failed
logrotate: /opt partition usage: 98% — log rotation failed for wpa_supplicant.log
logrotate: /opt/logs/wpa_supplicant.log size exceeds threshold — rotation skipped",N/A,Log Partition Full,25250,48,1.99,Closed,6,BSP Team
RDKEVD-7585,,,2026-01-17T14:48:41.000Z,UK, London,Hisense-A6GP  ,Amlogic,2.10.0,4.47.0,8.6.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251107000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.10.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-07 00:00:00""","WPEFramework [7494]: [7688] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":59,""success"":true}
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0x54c2220]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [7494]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <59> (Key_Power), status = <DOWN>
controlMgr [7494]: ctrlm_main_thread: Enter power state <ON>",WAKE_59,IR Wake — Spurious,41992,60,0.5,Code Review,,Device Engineering
RDKEVD-6683,RDKTV-30810,,2026-01-17T18:15:54.000Z,UK,Bristol,Pioneer-V22K,Amlogic,2.11.0,4.46.1,8.6.0.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251022000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-22 00:00:00""",WPEFramework [6618]: Transient error cleared on retry — no further action required,NR_NOEV,No Repro / Other,44657,57,1.11,Resolved,2,Device Engineering
RDKEVD-5327,RDKTV-30208,,2026-01-17T19:19:10.000Z,UK,Edinburgh, Element-Teone,Amlogic,2.11.0,4.48.1,8.6.0.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20251204000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-04 00:00:00""","kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0x69428e8]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 115, Value: 1
controlMgr [7748]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <115> (Key_VolUp), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7748]: MainView.log: keyEvent keycode: Key_VolUp ""0x01000072 (Key_VolUp)""",IRKEY_115,IR Key — Wrong Mapping,29412,50,1.16,Code Review,,Device Engineering
